Population,Stat Area,CU,Year,Original Escapement Estimate,Database Estimate,Recommended Estimate,# Surveys Used in Estimate,Analysis Method (Pre 2004),Analysis Reliability (Pre 2004),Annual Est. Method,Annual Est. Classification,Recommended Method,Recommended Classification,Peak Timing Covered? (Y/N) (Peak Time),QA Comments,Annual Est. Rationale,AUC Recalculation,# of Surveys
necleetsconnay,8,bella_coola_dean,1987,NA,"""Present""",A/P,,,,,,,,N (Nov B),"No rationale, method, or reliability stated, peak was not seen. Estimate stated was ""Present"", recommend switch to the more appropriate A/P.",No coho inspections made this season.,,4
necleetsconnay,8,bella_coola_dean,1988,NA,N/O,N/I,,,,,,,,N (Nov B),"2 inspections done this year. No rationale, method or reliability included, peak timing was not seen on the inspections. Estimate stated that no coho inspections were made this year, recommend switch to N/I.",No coho inspections made this season.,,2
necleetsconnay,8,bella_coola_dean,1989,NA,N/I,N/I,,,,,,,,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.",No coho inspections made this season.,,2
necleetsconnay,8,bella_coola_dean,1990,NA,N/I,N/I,,,,,,,,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.",No coho inspections made this season.,,3
necleetsconnay,8,bella_coola_dean,1991,NA,N/I,N/I,,,,,,,,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.",,,3
necleetsconnay,8,bella_coola_dean,1992,NA,N/I,N/I,,,,,,,,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.",No coho inspections made this season.,,2
necleetsconnay,8,bella_coola_dean,1993,NA,N/I,N/I,,,,,,,,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.",,,2
necleetsconnay,8,bella_coola_dean,1994,NA,N/I,N/I,,,,,,,,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.",,,2
necleetsconnay,8,bella_coola_dean,1995,NA,N/I,N/I,,,,,,,,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.",,,2
necleetsconnay,8,bella_coola_dean,1996,NA,,N/I,,,,,,,,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.",,,1
necleetsconnay,8,bella_coola_dean,1997,NA,N/I,N/I,,,,,,,,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.",,,2
necleetsconnay,8,bella_coola_dean,1998,1000,1000,1000,3,1,2,,,,,Y (Nov B),"3 inspections done this year, All 3 used to generate coho estimate. Weak reliability of 2, but peak timing was seen. Data is strong enough to generate an accurate estimate, was specifically mentioned in the rationale that a effort towards coho enumeration was done this year, original estimate is likely valid. Estimate was most likely done by way of an undocumented expansion from the count done of Nov 11.",More effort was directed at Coho enumeration this year. The escapement estimate is a best guess given the fact that Coho are difficult to count and may spawn over a long period of time. Individual counts were conducted as follows: Nov 11 - 850 Coho estimated.,,3
necleetsconnay,8,bella_coola_dean,1999,1000,1000,A/P,,,,,,,,N (Nov B),"3 inspections done this year, Not stated how many were used to generate coho estimate. Unknown reliability, and peak timing was seen. Data is not clear and strong enough to generate an accurate estimate. Was mentioned in the rationale that the estimate was most likely done by way of an undocumented expansion, and that it was added into the SEN late, and was also included in the counts for the Bella Coola River. If understood correctly, it seems like they may have doubled up on these 1000 coho in both the Bella Coola and Necleetsconnay, recommend witch to A/P.",The final escapements is based on undocumented expansion. Necleetsconnay - Add 1000 coho and ignore the fact that it is included in the comments section for the Bella Coola river.,,3
necleetsconnay,8,bella_coola_dean,2000,500,Unk.,A/P,,,,,,,,Y (Nov B),"4 inspections done this year. No rationale, method or reliability included, peak timing was seen on the inspections. Original estimate of A/P is valid.",,,4
necleetsconnay,8,bella_coola_dean,2001,1500,,A/P,,,,,,,,,"No information available for 2001, unsure how this estimate was reached, recommend switch to A/P.",,,
necleetsconnay,8,bella_coola_dean,2002,1000,1000,A/P,2,1,1,,,,,N (Nov B),"2 inspections done this year, Both used to generate the coho estimate. Low reliability of 1, peak timing was not seen on the inspections. Data available is not strong enough to generate an accurate estimate without any rationale, recommend switch to A/P.",,,2
necleetsconnay,8,bella_coola_dean,2003,1500,1500,A/P,1,1,2,,,,,N (Nov B),"2 inspections done this year, Both used to generate the coho estimate. Low reliability of 1, peak timing was not seen on the inspections. Data available is not strong enough to generate an accurate estimate without any rationale, recommend switch to A/P.",,,2
necleetsconnay,8,bella_coola_dean,2004,1000,1000,1000,1,,,5,4,5,4,N (Nov B),"4 inspections done this year, Only 1 used to generate coho estimate. Weak reliability classification of 2, peak timing was not seen. Escapement estimate was done by an expert opinion. Estimate is likely valid, as the as the expanded estimate was done from counts around the start of peak.","During the November 3 inspection, there were 400 coho estimated in the Necleetsconnay and the pool below the falls wasn't enumerated.  A flight at the end of November estimated a significant number of fish still spawning.  Therefore based on observations from previous years, the estimates from both inpsections were added and doubled (400 + 130 = 530 x 2 = 1000).  This methodology is similar to previous years'. ",,4
necleetsconnay,8,bella_coola_dean,2005,250,250,250,2,,,12,4,5,4,Y (Nov B),"4 inspections done this year, 2 used to generate coho estimate. Weak reliability classification of 4, but peak timing was seen. Data is strong enough to generate an accurate estimate, original estimate is likely valid. Estimate was done by a ""other"" method, given the rationale states the estimate is based on a peak count + 50, method of 1 or 5 would be more appropriate."," Ralph Nelson (Charter Patrol) performed 3 counts for coho this year- Ocober 25 and November 7 and 24.  The coho escapement was from the number observed holding on October 25 (200), plus the number of new fish on November 24 (50).  During his last walk on November 24, he estimated that all fish observed were observed previously on October 25 (couldn't use November 7 as poor visibility).  After discussions with Ralph, and the high water events experienced in early November, it was assumed that these were new fish. ",,4
necleetsconnay,8,bella_coola_dean,2006,NA,N/I,N/I,,,,,6,,6,N (Nov B),"Escapement estimate of  N/I is valid, coho were not inspected this year.","No coho were observed, but it was too early in the run timing for coho, therefore not inspected.  Sockeye were not inspected this year.  Both of the inspections only got within 3/4 of a mile of the canyon.  The known sockeye spawning areas are in side channels just below the entrance to the canyon. ",,2
necleetsconnay,8,bella_coola_dean,2007,NA,A/P,A/P,1,,,,6,,6,Y (Nov B),Escapement estimate is valid. Not enough information to generate an escapement estimate.,The mid-November walk did enumerate coho- 3 observed and 10 estimated.  No escapement estimate was made based on the one inspection. ,,2
necleetsconnay,8,bella_coola_dean,2008,160,160,A/P,1,,,5,5,,6,N (Nov B),"Escapement estimate is based on 1 stream inspection that took place before peak, not enough information to generate an escapement estimate. Recommend switch to A/P.","Coho estimate based on one inspection on October 30th for a count of 103 coho and 5 unaccompanied redds. Estimate is considered a minimum.
",,1
necleetsconnay,8,bella_coola_dean,2009,1800,1800,1800,2,,,5,5,5,5,Y (Nov B),"4 inspections done this year, 2 used to generate coho estimate. Weak reliability classification of 5, but peak timing was seen. Data is strong enough to generate an accurate estimate, original estimate is valid. Peak count of 1300 was seen on Nov 19th, rounded to 1800 by undocumented expansion.","Coho - Need more inspections to increase reliability, however this estimate reflects a good return and is useful for management.  
",,4
necleetsconnay,8,bella_coola_dean,2010,650,650,650,2,,,5,4,5,4,N (Nov B),"3 inspections done this year, 2 used to generate coho estimate. Medium reliability classification of 4, peak timing was not seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the use of expert opinion. Conditions were good during inspections. Data is strong enough to generate an accurate estimate, original estimate is likely valid.",Coho were inspected for on an additional two occasions by Charter Patrol. Walks were to the falls on both occasions (unusually good access). The annual escapement estimate for coho was a combination of live plus dead and redd counts and it is thought to be relatively accurate because of the good conditions during the inspections.,,3
necleetsconnay,8,bella_coola_dean,2011,1000,1000,1000,2,,,5,4,5,4,N (Nov B),"2 inspections done this year, both used to generate coho estimate. Medium reliability classification of 4. Estimate was done by a live plus dead plus unaccompanied redd count, hence the use of expert opinion. Rationale states Dec 5th as a peak count, later then previous years but likely valid. Data is strong enough to generate an accurate estimate, original estimate is likely valid.","Peak count on Dec 05 would account for 850 (181 redds (x 2), an estimated 475 live and 13 dead ). Don't believe a significant number of coho entered the stream after the 5th as they would have had to enter from the ocean or be holding in the Bella Coola River estuary unlike the lower Bella Coola tributaries where fish hold in the main river. The 1000 is believed to be a conservative estimate of total return.",,2
necleetsconnay,8,bella_coola_dean,2012,500,500,500,2,,,5,4,5,4,Y (Nov B),"2 inspections done this year, both used to generate coho estimate. Medium reliability classification of 4, and peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the use of expert opinion. Data is strong enough to generate an accurate estimate, original estimate is likely valid.","The Necleetsconnay River was walked twice this year during the Coho spawning season, both times by Charter Patrolman. Coho were counted on both occasions, as were unaccompanied redds, which were factored into the annual escapement above.
",,2
necleetsconnay,8,bella_coola_dean,2013,1800,1800,A/P,1,,,5,5,,6,N (Nov B),"1 inspection done this year, used to generate coho estimate. Low reliability classification of 5, and peak timing was not seen. Estimate was done by an unexplained expert opinion. Rationale states that the estimate is conservative and more inspections are needed. Data is not strong enough to generate an accurate estimate, recommend switch to A/P.","Coho - Tied for the highest escapement estimate compared to the past 10 years. Estimate likely conservative, more inspections needed to increase reliability.
",,1
necleetsconnay,8,bella_coola_dean,2014,452,452,A/P,1,,,5,5,,6,N (Nov B),"2 inspections done this year, only 1 used to generate coho estimate. Low reliability classification of 5. Estimate was done by a live plus dead plus unaccompanied redd count, hence the use of expert opinion. Rationale states the Dec 2nd count as late, that flooding and ice buildup earlier in the season may have smoothed over redds. Data is strong enough to generate an accurate estimate, recommend switch to A/P.","Coho were seen once, at the relatively late date of December 2nd, and an annual estimate, which should be viewed as a minimum because earlier floods may have smoothed over redds, making them invisible, and because there was considerable ice along the banks and backwaters (with some redds noted underneath) under which some coho, at least, were hiding (some were seen there). The annual estimate is an addition of live coho plus unaccompanied redds.",,2
necleetsconnay,8,bella_coola_dean,2015,654,654,654,1,,,12,4,5,4,Y (Nov B),"3 inspections done this year, only 1 used to generate coho estimate. Medium reliability classification of 4, and peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the ""other"" method being used, expert opinion may be more appropriate. Data is strong enough to generate an accurate estimate, original estimate is likely valid.","Coho were estimated exclusively from the results of the last walk (the only to see coho); the annual estimate was a compilation of live plus dead and an unaccompanied redd count. 
",,3
necleetsconnay,8,bella_coola_dean,2016,120,120,A/P,2,,,5,6,,6,Y (Nov B),"5 inspections done this year, 2 used to generate coho estimate. Reliability classification of 6 was stated not appropriate for the rest of the estimate. Peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Rationale states that redds were not easy to count due to recent flooding, states only to be usued as a minimum estimate. Despite 2 counts done during peak, inspection quality was not strong, recommend switch to A/P.","Coho were seen on the last 2 (coho-specific) inspections only. The annual escapament estimate is a combination of redd counts and live plus dead coho. A flood on the 8th of November smoothed the spawning gravels and made it easy to count only new redds on the second walk. Unaccompanied redds made up the majority of the estimate: cumulative live counts amounted only to 49 coho.
On the date of the last count (November 26) no new coho were observed but river levels were low; run timing is lacking as a result of there only being the 2 walks, but the peak of spawn was identified. The annual escapement should be seen a as a low reliaibility minimum number.",,5
necleetsconnay,8,bella_coola_dean,2017,1100,1100,1100,2,,,5,4,5,4,Y (Nov B),"4 inspections done this year, 2 used to generate coho estimate. Medium reliability classification of 4, and peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Data is strong enough to generate an accurate estimate, countability on inspection dates were strong during peak timing, original estimate is likely valid.","Coho were seen on both the 2 full-system late-season walks. Unaccompanied redd counts, coupled with live estimates were used to arrive at the estimated annual total. Count dates well defined run timing, as above.",,4
necleetsconnay,8,bella_coola_dean,2018,264,264,264,1,,,1,5,5,5,Y (Nov B),"4 inspections done this year, only 1 used to generate coho estimate. Low reliability classification of 5, and peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, live plus dea was the stated method, recommend switch to expert opinion as unaccompanied redds were used in the estimation. Data is strong enough to generate an accurate estimate, countability on inspection dates were strong during peak timing, original estimate is likely valid.","Coho were seen once and the estimate (160 coho) from that examination coupled with the unaccompanied redd count (of 52) is the annual estimate entered above. The numbers from the walk were considered accurate and the annual estimate should be thought of as relatively good considering that it was formed from only one walk. 
",,4
necleetsconnay,8,bella_coola_dean,2019,760,760,A/P,2,,,5,5,,6,Y (Nov B),"4 inspections done this year, 2 used to generate coho estimate. Low reliability classification of 5, and peak timing was seen. Estimate was done by an expert opinion from poor visibility aerial surveys. Data is not strong enough to generate an accurate estimate, countability on inspection dates was not strong during peak timing, recommend switch to A/P.","Coho were seen on both later-season inspections. The second inspection, by helicopter, was however unable to see into the deeper pools very well and the water was generally murky. This reduced the reliability, despite that most coho would have been spawning/spawned by this time. The annual escapement estimate is a combination of live and redd counts and some judgement about how many of the flight fish were new.
",,4
necleetsconnay,8,bella_coola_dean,2020,100,100,A/P,1,,,,5,,6,N (Nov B),"3 inspections done this year, 1 used to generate coho estimate. Low reliability classification of 5,  peak timing was not seen. Estimate was done by an expert opinion from a poor visibility aerial survey. Data is not strong enough to generate an accurate estimate, recommend switch to A/P.","Coho were seen the once, from the helicopter only. Conditions for counting were poor because of silty high water and the resultant estimate, which is
also the annual escapement estimate, is of low quality.
",,3
necleetsconnay,8,bella_coola_dean,2021,652,652,652,2,,,5,4,5,4,Y (Nov B),"3 inspections done this year, 2 used to generate coho estimate. Medium reliability classification of 4, peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Data is strong enough to generate an accurate estimate, countability on inspection dates were strong during peak timing, original estimate is likely valid.","2 later-season coho-specific inspections were conducted by CP. The first of these was by helicopter. The annual coho escapement is an expert opinion, based on the live plus dead and an unaccmpanied redd count, based primarily on the walk, done at close to peak of spawn, but corroborated by the flight counts, and is thought to be relatively accurate. ",,3
necleetsconnay,8,bella_coola_dean,2022,790,790,790,2,,,5,5,5,5,Y (Nov B),"2 inspections done this year, both used to generate coho estimate. Low reliability classification of 5, peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Data is strong enough to generate an accurate estimate, original estimate is likely valid.","Coho were seen on both inspections and the annual escapement estimate is based on a peak of live plus unaccompanied redd count, which is an expert opinion. High confidence in reliability for coho in this creek is rarely possiblebecause fo the size of the creek. ",,2
necleetsconnay,8,bella_coola_dean,2023,325,325,A/P,2,,,6,5,,6,N (Nov B),"2 inspections done this year, both used to generate coho estimate. Low reliability classification of 5,  peak timing was not seen. Estimate was done by an expert opinion from a poor visibility aerial survey and poor visibility streamwalk. Data is not strong enough to generate an accurate estimate, recommend switch to A/P.","Coho were seen twice, initially from a helicopter, which inspection was done with poor stream visibility, and subsequently from a stream walk, with only slightly better stream conditions. The annual escapement estimate is a low reliability combination of the estimates, incorporating redd counts and live. It should be noted that the initial helicopter count saw more fish than the subsequent walk counted as adults (coho jacks and trout were presumed to have been confused with adult coho in the glacial water from the air). At least one later inspection was planned but weather and work deadlines prevented it/these. ",,2
necleetsconnay,8,bella_coola_dean,2024,754,754,754,2,,,5,4,,,Y (Nov B),"2 inspections done this year, both used to generate coho estimate. Medium reliability classification of 4, peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Both walks were done in good visibility, with good countability. Data is strong enough to generate an accurate estimate, original estimate is likely valid.","Both walks saw coho in as good conditons, as can be expected. The annual escapement estimate is based on an expert opinion, based in turn on both redd and live plus dead counts. 
It should be noted that this river is large and has numerous braids in its delta. Only one of the braids was examined due to time and personnel constraints, however, most coho hold and spawn in upper sections mostly above the braids or close below: these sections were examined. Escapement estimates cover the full length of the river to the impassable falls.",,2
nias,6,hecate_strait_mainland,1980,50,A(50),A/P,,,,,,,,N (OCT),"No method of obtaining annual estimate (50) is provided. Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. There were no surveys done in Oct, therefore a numerical estimate may not be appropriate. Recommend changing annual estimate to A/P. ",NOTE: BELIEVE THIS STREAM AND PACKE CREEK MIXED UP IN EARLIER STREAM REPORTS.,,4
nias,6,hecate_strait_mainland,1981,200,C(200),A/P,,,,,,,,N (OCT),"No method of obtaining annual estimate (200) is provided. Since the SEN indicates peak as OCT and the last survey was conducted on 26 Sep, it is unlikely peak spawning was captured. For this reason, a numerical estimate may not be appropriate. Recommend changing annual estimate to A/P. ",Coho throughout [inspected portion of system].,,2
nias,6,hecate_strait_mainland,1982,400,D(400),A/P,,,,,,,,N (OCT C),"No method of obtaining annual estimate (400) is provided. Since the SEN indicates peak as OCT C and the last survey was conducted on 26 Sep, it is unlikely peak spawning was captured. For this reason, a numerical estimate may not be appropriate. Recommend changing annual estimate to A/P.","[Fish distributed] from 1/4 mile to lake, chums mostly last 2 miles below lake, coho throughout.",,2
nias,6,hecate_strait_mainland,1983,100,B(100),A/P,,,,,,,,N (OCT C),"No method of obtaining annual estimate (100) is provided. Since the SEN indicates peak as OCT C and the last survey was conducted on 20 Sep, it is unlikely peak spawning was captured. For this reason, a numerical estimate may not be appropriate. Recommend changing annual estimate to A/P.","Distributed from 1/4 mile mark to lake, chum mainly in upper half of stream. Chum well distributed over stream bed. ",,3
nias,6,hecate_strait_mainland,1984,300,D(300),A/P,,,,,,,,N (OCT),"No method of obtaining annual estimate (300) is provided. Since the SEN indicates peak as OCT and the last survey was conducted on 23 Sep, it is unlikely peak spawning was captured. For this reason, a numerical estimate may not be appropriate. Recommend changing annual estimate to A/P. ",[Fish distributed] from 1/4 mile in to lake. Good return of coho this year.,,2
nias,6,hecate_strait_mainland,1985,225,225,225,,F,C,,,,,Y (OCT),"No method of obtaining annual estimate (225) is provided. Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. It seems there was at least one survey conducted at peak (13 Oct, maybe more as only the first and last surveys were listed), therefore a numerical estimate may be appropriate, but the low reliability score should be taken into account. ",Low water level stopped fish from entering stream until Sep 4.,,4
nias,6,hecate_strait_mainland,1986,55,55,55,,1&2,2,,,,,Y (OCT A),"No method of obtaining annual estimate (55) is provided. The SEN indicates peak spawning in OCT A. There was a survey conducted at peak (6 Oct), therefore a numerical estimate may be appropriate, but the low reliability score should be taken into account.",,,1
nias,6,hecate_strait_mainland,1987,150,150,A/P,,1,2,,,,,N (OCT),"No method of obtaining annual estimate (150) is provided. The SEN indicates peak spawning in OCT. There were no surveys conducted in Oct. Additionally, the reliability score assigned this year is low, perhaps a numerical estimate is not appropriate. Recommend changing annual estimate to A/P.","Fish holding from 400m to lake at 4 miles, coho just entering in lower reach. ",,4
nias,6,hecate_strait_mainland,1988,300,300,300,,1,1,,,,,N,"No method of obtaining annual estimate (300) is provided. Peak timing is not provided on the SEN, though surveyors note that the final survey (2 Oct) was conducted at the before / early stage of the spawning period. This shows that peak was not captured this season. A numerical estimate may be appropriate, but the low reliability score should be taken into account. ","[Fish distributed] from 400m to lake, coho holding. Coho were fairly dark on last inspection so likely will start spawning soon. ",,5
nias,6,hecate_strait_mainland,1989,200,200,200,,1,3,,,,,N,"No method of obtaining annual estimate (200) is provided. Peak timing is not provided on the SEN, though surveyors note in the SEN 'coho holding'. This may imply that spawning had not started by the end of the survey period, peak was likely not captured. A numerical estimate may be appropriate, but survey coverage of run timing should be considered.","[Fish distributed] from 400m to lake, coho holding. ",,6
nias,6,hecate_strait_mainland,1990,125,125,125,,1,3,,,,,N,"No method of obtaining annual estimate (125) is provided. Peak timing is not provided on the SEN, though surveyors note in the SEN 'coho holding'. This may imply that spawning had not started by the end of the survey period, peak was likely not captured. A numerical estimate may be appropriate.","[Fish distibuted] from 400m to lake, coho holding. ",,5
nias,6,hecate_strait_mainland,1991,225,225,A/P,,1,3,,,,,N (OCT),"No method of obtaining annual estimate (225) is provided. Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. There were no surveys conducted in Oct, therefore a numerical estimate may not be appropriate. Recommend changing annual estimate to A/P.","[Fish distributed] from 400m to lake, coho holding. Drying channel still causing some pre-spawning deaths especially to chum and a few coho, all caught by lowering water levels. Coho jumpers observed in lake.",,6
nias,6,hecate_strait_mainland,1992,300,300,300,,1,3,,,,,N,"No method of obtaining annual estimate (300) is provided. Peak timing is not provided on the SEN, though surveyors note in the SEN 'coho holding'. This may imply that spawning had not started by the end of the survey period, peak was likely not captured. A numerical estimate may be appropriate.","[Fish distributed] from 400m to Lake. Coho holding. Drying channel still causing some pre-spawning deaths. Coho estimate conservative, difficult to ssess during high water levels in Sep and Oct.",,9
nias,6,hecate_strait_mainland,1993,340,340,340,,1,3,,,,,Y (OCT),"No method of obtaining annual estimate (340) is provided. Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. It seems there was at least one survey conducted at peak (7 Oct), therefore a numerical estimate may be appropriate. ",Low water delayed migration into stream and affected spawning distribution.,,8
nias,6,hecate_strait_mainland,1994,500,500,500,,1,2,,,,,N,"No method of obtaining annual estimate (500) is provided. Peak timing is not provided on the SEN, though surveyors note that coho are holding. This may imply that spawning had not started by the end of the survey period, peak was likely not captured. A numerical estimate may be appropriate, but the low reliability score should be taken into account. ",Coho holding throughout but most to lake. ,,7
nias,6,hecate_strait_mainland,1995,225,225,A/P,,1,1,,,,,N,"No method of obtaining annual estimate (225) is provided. Peak timing is not provided on the SEN, though surveyors note that coho are holding. This may imply that spawning had not started by the end of the survey period, peak was likely not captured. Additionally, the reliability score assigned this year is very low, perhaps a numerical estimate is not appropriate. Recommend changing annual estimate to A/P.",Coho holding throughout but most to lake.,,7
nias,6,hecate_strait_mainland,1996,175,175,A/P,,1,1,,,,,N,"No method of obtaining annual estimate (175) is provided. Peak timing is not provided on the SEN, though surveyors note that coho were starting on redds. This implies that spawning was just starting, and that peak was not captured. Additionally, the reliability score assigned this year is very low, perhaps a numerical estimate is not appropriate. Recommend changing annual estimate to A/P. ",Found coho starting on redds. Coho throughout but mainly beyond lake. ,,3
nias,6,hecate_strait_mainland,1997,275,275,A/P,,1,1,,,,,N,"No method of obtaining annual estimate (275) is provided. Peak timing is not provided on the SEN, though surveyors note that coho are holding. This may imply that spawning had not started by the end of the survey period, peak was likely not captured. Additionally, the reliability score assigned this year is very low, perhaps a numerical estimate is not appropriate. Recommend changing annual estimate to A/P.",Coho holding deeper pools lower river and lake. ,,4
nias,6,hecate_strait_mainland,1998,650,650,A/P,,1,1,,,,,N (OCT),"No method of obtaining annual estimate (650) is provided. Peak timing is not provided on the SEN. Using the stream cataloue, peak spawning is estimated as OCT, at which point the survey period had ended. However, it is noted in the SEN that the coho run appears strong and surveyors believe the target will likely be exceeded. Additionally, the reliability score assigned this year is very low, perhaps a numerical estimate is not appropriate. Recommend changing annual estimate to A/P.",Coho return appears strong and believe likely exceeded target. Tried to inspect creek near end of Oct but once again defeated by high water levels.,,2
nias,6,hecate_strait_mainland,1999,250,250,250,,1,1,,,,,Y (OCT),"Annual estimate (250) is from observations at arrival, start, and peak phases of the spawning period. Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. It seems there was at least one survey conducted at peak (6 Oct), therefore a numerical estimate may be appropriate, but the low reliability score should be taken into account. ","Escapement estimate from observations at arrival, start and peak of spawning period.",,3
nias,6,hecate_strait_mainland,2000,300,300,A/P,,1,1,,,,,N (OCT),"Annual estimate (300) is from observations at arrival, start, and near peak phases of the spawning period. Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT, at which point the survey period had ended. Additionally, the reliability score assigned this year is very low, perhaps a numerical estimate is not appropriate. Recommend changing annual estimate to A/P.","Escapement estimate from observations at arrival, start and near peak of spawning period.",,2
nias,6,hecate_strait_mainland,2001,450,450,450,,1,1,,,,,Y (OCT),"Annual estimate (450) is described as a conservative estimate of coho present during inspections. Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. It seems there was at least one survey conducted at peak (24 Oct), therefore a numerical estimate may be appropriate, but the low reliability score should be taken into account. ","Coho is a conservative estimate of number of coho present during inspections. High water levels did not allow an inspection during late/early Oct. From Nov inspection done during moderately high water levels, it appears that majority of coho head for the watershed above the lake.",,3
nias,6,hecate_strait_mainland,2002,700,700,700,,1,2,,,,,Y (OCT),"Annual estimate (700) is from observations at arrival and start phases of the spawning period. Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. It seems there was at least one survey conducted at peak (23 Oct), therefore a numerical estimate may be appropriate, but the low reliability score should be taken into account. ",Coho estimate from observations during arrival and start of spawning period. ,,4
nias,6,hecate_strait_mainland,2003,450,450,A/P,,1,2,,,,,N (OCT B),"Annual estimate (450) is from observations at start and peak phases of the spawning period. The SEN indicates peak spawning in OCT B, during which there were no surveys conducted. In combination with the low reliability score, a numerical estimate may not be appropriate. Recommend changing annual estimate to A/P.",Escapement estimates from observations during start and peak of spawning period.,,3
nias,6,hecate_strait_mainland,2004,NA,-2,A/P,2,Streamwalk,,,,,,Y (OCT),"Access indicates CohoAnnualEst as ""-2"", this seems to be a default fill when the space is not filled in manually. The highest coho count was 258 fish that were observed holding in pools during the 2 Oct inspection (AnnualEstRationale). Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. It seems there was at least one survey conducted at peak (2 Oct). Recommend more detailed review and possible numerical annual estimate, in the meantime, recommend annual estimate changed to A/P.",Coho highest count was 258 found holding in pools below lake.,N/A,4
nias,6,hecate_strait_mainland,2005,NA,A/P,A/P,3,Streamwalk,,,6,,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning. ",Peak count for coho 295. ,N/A,3
nias,6,hecate_strait_mainland,2006,NA,A/P,A/P,4,Float (Boat) / Bank Walk / Snorkel or Swim / Streamwalk,,5,6,5,,Y (OCT),"Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. It seems there was at least one survey conducted at peak (6 Oct). Recommend more detailed review and possible numerical annual estimate.","Patrolman Comments:
Coho holding in deeper pools in lower river, very few observed holding in lake or in creek above lake.

Coho - Highest single count was 290. No formal estimate because reliability of counts for coho were described as low for all but the first inspection. Also the last inspection was completed Oct. 06 which is too early to conclude that there were still not significant numbers of coho yet to enter the system.",N/A,4
nias,6,hecate_strait_mainland,2007,NA,A/P,A/P,3,Streamwalk,,,,,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning.",Coho - highest single count 189. ,N/A,3
nias,6,hecate_strait_mainland,2008,NA,A/P,A/P,2,Float (Boat) / Streamwalk,,5,6,5,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning.","Observed total of 395 coho off mouth and through lower stream over two inspections.
Estimates should be considered minimums.",N/A,2
nias,6,hecate_strait_mainland,2009,NA,A/P,A/P,1,Streamwalk / Float (Boat) / Other,,5,6,5,,N,"Likely not a good candidate for numerical estimate due to low resolution data and incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning.",Coho count during the single inspection to the lake was 281 with most found holding in usual pools in lower third of creek.,N/A,2
nias,6,hecate_strait_mainland,2010,NA,A/P,A/P,4,Float (Boat) / Bank Walk / Streamwalk,,,6,,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning.","The highest single count of coho was 180 on Sept 19.  A mid Oct. inspection of the lower third of creek found only live coho in low numbers 

Coho - seen 5 times highest count 180",N/A,5
