SEASON,Logistical_Area,Year,MONTH,AREA,METHOD,ITEM_GROUP,Item,ADIPOSE_MODIFIER,Disposition,RETAINABLE,ESTIMATE,VARIANCE,UNITS,BCF,BCF_SD,ESTIMATE_CAL,VARIANCE_CAL,UNITS_CAL,SE_CAL,CALIBRATED,PROP_GUIDED,PROP_LODGE,PROP_RESIDENT
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),116.5710486,6548.281564,Pieces,0.78112,0.056483068,149.23578,10848.72791,Pieces,104.15723,Yes,0,0,0.75605
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,463.9440153,20814.60951,Pieces,0.9053,0.046209447,512.47544,26081.30954,Pieces,161.49709,Yes,0.02827,0.00988,0.36603
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,89.24359927,1077.7218,Pieces,0.80271,0.052107393,111.17788,1724.67498,Pieces,41.52921,Yes,0.04928,0.04928,0.34768
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,13.76789335,62.02465321,Pieces,0.9053,0.046209447,15.2081,76.28228,Pieces,8.73397,Yes,0,0,0
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,574.0578339,34280.84697,Pieces,0.80271,0.052107393,715.14972,55357.90319,Pieces,235.2826,Yes,0.04458,0,0.69044
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,5.687388988,20.97161552,Pieces,0.9053,0.046209447,6.28233,25.69145,Pieces,5.06867,Yes,0,0,0
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,79.88923753,6142.62256,Pieces,0.80271,0.052107393,99.52441,9574.89011,Pieces,97.85137,Yes,0,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Copper,Not Applicable,Kept,Legal Size,83.0928925,789.8136236,Pieces,0.45112,0.10272378,184.19244,5640.11562,Pieces,75.1007,Yes,0.26466,0.05293,0.63807
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Copper,Not Applicable,Released,Unspecified,93.5782376,3450.552865,Pieces,1.76068,0.324269619,53.14892,1208.90025,Pieces,34.76924,Yes,0.047,0,0.97122
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,Dogfish,Not Applicable,Kept,Legal Size,5.042794217,7.879843749,Pieces,0.34622,0.492896917,14.56529,495.71537,Pieces,22.26467,Yes,0.43609,0,0.43609
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,Dogfish,Not Applicable,Released,Unspecified,304.5482959,23773.22169,Pieces,0.7936,0.056979448,383.75541,38506.37373,Pieces,196.23041,Yes,0.00722,0,0.91785
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,2111.979023,66773.58451,Fisher days,1.86976,0.07679614,1129.54552,21252.34022,Boat trips,145.78182,Yes,0.06425,0.01046,0.75114
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,495.3133307,34156.00269,Fisher days,1.86976,0.07679614,264.90744,9888.40143,Boat trips,99.44044,Yes,0.0444,0.01776,0.88078
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,6.652542373,37.60377765,Pieces,0.61491,0.103869673,10.81873,102.79051,Pieces,10.13857,Yes,0,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,Greenling,Not Applicable,Released,Unspecified,39.7857421,970.1141176,Pieces,1.17605,0.169408658,33.82998,725.15665,Pieces,26.92873,Yes,0,0,0.82893
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.23,0.149,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.42,0.254,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,428.2476163,6535.463162,Pieces,0.89128,0.094595385,480.48606,10827.72172,Pieces,104.05634,Yes,0.09017,0.01562,0.61618
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,349.5528937,5904.199569,Pieces,0.84346,0.076883752,414.42735,9726.16276,Pieces,98.62131,Yes,0.03146,0.01887,0.50432
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Kept,Legal Size,2.199099723,2.636939869,Pieces,NA,NA,2.199099723,2.63694,Pieces,1.62387,No,1,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Released,Unspecified,2.199099723,2.636939869,Pieces,NA,NA,2.199099723,2.63694,Pieces,1.62387,No,0,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Kept,Legal Size,55.08094816,1121.963972,Pieces,NA,NA,55.08094816,1121.96397,Pieces,33.49573,No,0.11977,0.03992,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,161.1675526,4549.548664,Pieces,NA,NA,161.1675526,4549.54866,Pieces,67.45034,No,0.02729,0,0.92942
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,Other and unknown sharks,Not Applicable,Released,Unspecified,49.4032338,938.7644601,Pieces,NA,NA,49.4032338,938.76446,Pieces,30.63926,No,0,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,SALMON,Pink,Not Applicable,Kept,Legal Size,119.6938069,3375.425295,Pieces,1.25416,0.078866658,95.43743,2181.98278,Pieces,46.7117,Yes,0,0,0.6699
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,109.7123737,2903.316477,Pieces,0.41161,0.058010258,266.54448,18547.67941,Pieces,136.18987,Yes,0.10022,0,0.81389
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,84.1090026,1906.566946,Pieces,1.15606,0.327638072,72.75488,1851.72396,Pieces,43.03166,Yes,0,0,0.78421
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,Salmon Shark,Not Applicable,Released,Unspecified,2.199099723,2.636939869,Pieces,NA,NA,2.199099723,2.63694,Pieces,1.62387,No,1,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,Skates,Not Applicable,Released,Unspecified,43.14285714,1775.020408,Pieces,1.94418,0.324589371,22.19077,483.3284,Pieces,21.98473,Yes,0,0,0
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Tiger,Not Applicable,Kept,Legal Size,2.199099723,2.636939869,Pieces,0.21865,0.227000613,10.05763,164.18707,Pieces,12.81355,Yes,1,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Vermilion,Not Applicable,Kept,Legal Size,2.199099723,2.636939869,Pieces,0.90412,0.092440586,2.43231,3.28772,Pieces,1.81321,Yes,1,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Kept,Legal Size,4.398199446,5.272966511,Pieces,0.06058,0.400101323,72.60151,231354.6761,Pieces,480.99343,Yes,0,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Released,Unspecified,4.892601178,7.198388501,Pieces,1.03691,0.18876382,4.71844,7.43286,Pieces,2.72633,Yes,0.44947,0,0.44947
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Released,Unspecified,13.19459834,68.55587046,Pieces,0.1622,0.096051503,81.34771,4926.39515,Pieces,70.18828,Yes,0,0,1
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Kept,Legal Size,326.5374154,23680.11767,Pieces,NA,NA,326.5374154,23680.11767,Pieces,153.88345,No,0.08082,0,0.71834
2025-2026,Nanaimo,2025,7,Area 18,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Released,Unspecified,29.47344034,687.7565217,Pieces,NA,NA,29.47344034,687.75652,Pieces,26.22511,No,0,0,0.90352
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,ROCKFISH,Black,Not Applicable,Kept,Legal Size,6.736618114,8.391133216,Pieces,1.76915,0.14063428,3.80783,2.77259,Pieces,1.66511,Yes,0.32644,0,0.32644
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,22.68759196,149.6146767,Pieces,1.74767,0.195909392,12.98162,51.10175,Pieces,7.14855,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,ROCKFISH,Canary,Not Applicable,Released,Unspecified,13.19459834,94.92983527,Pieces,1.70749,0.439084328,7.72748,36.50886,Pieces,6.04226,Yes,0,0,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),4.892601178,7.198388501,Pieces,0.99775,0.043274314,4.90363,7.27612,Pieces,2.69743,Yes,1,0,0.44947
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),22.09635709,84.11680701,Pieces,0.78112,0.056483068,28.28804,142.047,Pieces,11.91835,Yes,0.80095,0,0.61391
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),4.7300252,6.46727338,Pieces,0.99775,0.043274314,4.74069,6.53875,Pieces,2.5571,Yes,1,0.51548,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),73.83534738,1758.561606,Pieces,0.78112,0.056483068,94.52497,2928.90551,Pieces,54.11936,Yes,0.30201,0,0.69799
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,36.21713716,335.2938255,Pieces,0.78112,0.056483068,46.36565,560.76898,Pieces,23.68056,Yes,0.87856,0,0.248
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),5.687388988,20.97161552,Pieces,0.78112,0.056483068,7.28107,34.64853,Pieces,5.8863,Yes,1,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,ROCKFISH,Copper,Not Applicable,Released,Unspecified,2.843694494,5.24290388,Pieces,1.76068,0.324269619,1.61511,1.77974,Pieces,1.33407,Yes,1,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,FINFISH,Dogfish,Not Applicable,Released,Unspecified,19.90238391,174.1475694,Pieces,0.7936,0.056979448,25.07861,279.75428,Pieces,16.72586,Yes,0,0,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,312.2188161,4716.315458,Fisher days,1.86976,0.07679614,166.98336,1396.09804,Boat trips,37.3644,Yes,0.23581,0.00781,0.89225
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,45.41124664,924.4058578,Fisher days,1.86976,0.07679614,24.28721,265.41306,Boat trips,16.2915,Yes,0.05047,0,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.23,0.149,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,57.1765928,136.8989593,Pieces,1.42,0.254,40.26521,119.76686,Pieces,10.9438,Yes,0.88462,0,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,71.70813617,2250.748364,Pieces,0.89128,0.094595385,80.45523,2906.25507,Pieces,53.90969,Yes,0,0,0.93672
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,89.75688793,3637.82074,Pieces,0.84346,0.076883752,106.41511,5207.52067,Pieces,72.16315,Yes,0.03168,0,0.89249
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,24.73459839,537.5965623,Pieces,NA,NA,24.73459839,537.59656,Pieces,23.18613,No,0,0,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Pink,Not Applicable,Released,Unspecified,32.97946452,955.7272218,Pieces,1.50435,0.243093517,21.92273,434.86452,Pieces,20.85341,Yes,0,0,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,2.199099723,2.636939869,Pieces,0.41161,0.058010258,5.34268,16.13122,Pieces,4.01637,Yes,1,0,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,2.199099723,2.636939869,Pieces,1.15606,0.327638072,1.90224,2.2637,Pieces,1.50456,Yes,1,0,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,SALMON,Sockeye,Not Applicable,Released,Unspecified,2.843694494,5.24290388,Pieces,2.1578,0.279011521,1.31787,1.15507,Pieces,1.07474,Yes,1,0,0
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Kept,Legal Size,2.199099723,2.636939869,Pieces,NA,NA,2.199099723,2.63694,Pieces,1.62387,No,0,0,1
2025-2026,Victoria,2025,7,Area 19 (GS),Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Released,Unspecified,15.39369806,97.56129579,Pieces,NA,NA,15.39369806,97.5613,Pieces,9.87731,No,0,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Atlantic salmon,Not Applicable,Released,Unspecified,2.843694494,5.24290388,Pieces,NA,NA,2.843694494,5.2429,Pieces,2.28974,No,1,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Black,Not Applicable,Kept,Legal Size,88.41630663,6260.762492,Pieces,1.76915,0.14063428,49.97672,2016.09577,Pieces,44.90096,Yes,0.05703,0,0.96784
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,63.6550024,3520.824149,Pieces,1.74767,0.195909392,36.42278,1169.39445,Pieces,34.19641,Yes,0.04467,0,0.95533
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Bocaccio Rockfish,Not Applicable,Kept,Legal Size,2.843694494,5.24290388,Pieces,1.04223,0.386826356,2.72847,5.85216,Pieces,2.41912,Yes,1,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Bocaccio Rockfish,Not Applicable,Released,Unspecified,11.37477798,83.88646208,Pieces,0.46731,0.262781382,24.34097,571.48355,Pieces,23.90572,Yes,1,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,China,Not Applicable,Kept,Legal Size,34.51623455,706.1221732,Pieces,0.42668,0.121062143,80.8949,4405.41299,Pieces,66.37329,Yes,0.22849,0,0.83523
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,China,Not Applicable,Released,Unspecified,17.06216696,104.8083818,Pieces,1.26616,0.260618511,13.47552,73.06958,Pieces,8.54807,Yes,1,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),175.5254998,1551.704038,Pieces,0.78112,0.056483068,224.71003,2807.18374,Pieces,52.98286,Yes,0.89027,0.05746,0.23941
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),140.5420893,1934.860182,Pieces,0.78112,0.056483068,179.92381,3340.39954,Pieces,57.79619,Yes,0.5768,0,0.55486
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,201.3398049,5258.67867,Pieces,0.78112,0.056483068,257.75784,8966.08319,Pieces,94.6894,Yes,0.37199,0,0.75989
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),4.490868264,5.597374374,Pieces,0.99775,0.043274314,4.501,5.66076,Pieces,2.37923,Yes,1,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),147.7790552,3333.065303,Pieces,0.78112,0.056483068,189.18867,5649.86266,Pieces,75.16557,Yes,0.6396,0,0.4348
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,11.05074182,42.87765739,Pieces,0.9053,0.046209447,12.20672,52.7056,Pieces,7.25986,Yes,0.199,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,17.06216696,62.84030291,Pieces,0.80271,0.052107393,21.25571,99.42996,Pieces,9.97146,Yes,1,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,394.8592973,126665.6213,Pieces,0.80271,0.052107393,491.90778,197600.586,Pieces,444.52287,Yes,0.07039,0,0.93518
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,5.687388988,10.47959579,Pieces,0.9053,0.046209447,6.28233,12.88956,Pieces,3.5902,Yes,1,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,11.37477798,31.44499934,Pieces,0.80271,0.052107393,14.17047,49.64778,Pieces,7.04612,Yes,0.75,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Copper,Not Applicable,Kept,Legal Size,13.47323623,28.2897399,Pieces,0.45112,0.10272378,29.86619,185.26021,Pieces,13.61103,Yes,0.32644,0,0.32644
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Copper,Not Applicable,Released,Unspecified,93.59402771,3088.273336,Pieces,1.76068,0.324269619,53.15789,1092.068,Pieces,33.04645,Yes,0.2058,0,0.8177
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Dogfish,Not Applicable,Kept,Legal Size,2.199099723,2.636939869,Pieces,0.34622,0.492896917,6.35174,103.76854,Pieces,10.18668,Yes,1,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Dogfish,Not Applicable,Released,Unspecified,333.1925484,28933.44918,Pieces,0.7936,0.056979448,419.84948,46849.32385,Pieces,216.44705,Yes,0.11821,0,0.89931
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,1352.768577,39189.66636,Fisher days,1.86976,0.07679614,723.49851,12092.89491,Boat trips,109.9677,Yes,0.2243,0.00535,0.83453
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,169.4035923,729.4382488,Fisher days,1.86976,0.07679614,90.60178,222.49703,Boat trips,14.91633,Yes,0.55527,0,0.67283
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,2.199099723,2.636939869,Pieces,0.61491,0.103869673,3.5763,7.33886,Pieces,2.70903,Yes,0,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Greenling,Not Applicable,Released,Unspecified,25.38288966,398.7415513,Pieces,1.17605,0.169408658,21.58317,297.96294,Pieces,17.2616,Yes,0.11203,0,0.79859
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,70.17417149,828.8119285,Pieces,1.23,0.149,57.05217,595.59461,Pieces,24.40481,Yes,0.46761,0,0.71634
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,10.08558843,31.519375,Pieces,1.42,0.254,7.10253,17.24556,Pieces,4.15278,Yes,0.43609,0,0.43609
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,80.32697563,821.9860824,Pieces,0.89128,0.094595385,90.12541,1126.24852,Pieces,33.55963,Yes,0.44571,0,0.57402
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,333.9909228,20552.03391,Pieces,0.84346,0.076883752,395.97719,30191.36364,Pieces,173.75662,Yes,0.18501,0.0151,0.82599
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Released,Unspecified,2.199099723,2.636939869,Pieces,NA,NA,2.199099723,2.63694,Pieces,1.62387,No,1,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Kept,Legal Size,79.08873204,1239.314409,Pieces,NA,NA,79.08873204,1239.31441,Pieces,35.2039,No,0.21849,0.02781,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,44.11098745,342.5933621,Pieces,NA,NA,44.11098745,342.59336,Pieces,18.50928,No,0.27849,0.09971,0.81
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Other and unknown sharks,Not Applicable,Released,Unspecified,26.62974584,682.5136178,Pieces,NA,NA,26.62974584,682.51362,Pieces,26.12496,No,0,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Pacific cod,Not Applicable,Kept,Legal Size,10.44396585,62.36989123,Pieces,2.23614,0.249627511,4.67053,12.74502,Pieces,3.57002,Yes,0.21056,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Pacific cod,Not Applicable,Released,Unspecified,82.0121838,3835.90138,Pieces,3.50147,0.630825418,23.42222,330.67823,Pieces,18.18456,Yes,0.0883,0,0.96533
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Pink,Not Applicable,Kept,Legal Size,338.1106368,15892.64485,Pieces,1.25416,0.078866658,269.59131,10391.33302,Pieces,101.93789,Yes,0.09521,0,0.92431
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Pink,Not Applicable,Released,Unspecified,350.7434822,38464.83809,Pieces,1.50435,0.243093517,233.15284,18416.24316,Pieces,135.70646,Yes,0.02432,0.01622,0.97568
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,77.89112635,1226.45098,Pieces,0.41161,0.058010258,189.23526,7950.27851,Pieces,89.16433,Yes,0,0,0.96349
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,164.1519381,8690.406322,Pieces,1.15606,0.327638072,141.99258,8121.9037,Pieces,90.12161,Yes,0,0,0.98618
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Sculpins,Not Applicable,Released,Unspecified,2.291768541,2.960434505,Pieces,0.20136,0.076688018,11.38145,91.80349,Pieces,9.58141,Yes,0,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Skates,Not Applicable,Kept,Legal Size,2.199099723,2.636939869,Pieces,0.12192,3.345706718,18.03724,245177.2205,Pieces,495.15373,Yes,1,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,FINFISH,Skates,Not Applicable,Released,Unspecified,22.10148364,171.5069766,Pieces,1.94418,0.324589371,11.36802,48.97637,Pieces,6.99831,Yes,0.398,0,1
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Sockeye,Not Applicable,Released,Unspecified,5.687388988,10.47959579,Pieces,2.1578,0.279011521,2.63574,2.36688,Pieces,1.53847,Yes,1,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Released,Unspecified,45.4991119,334.9494991,Pieces,NA,NA,45.4991119,334.9495,Pieces,18.30163,No,1,0,0
2025-2026,Victoria,2025,7,Area 19 (JDF),Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Kept,Legal Size,4.583537082,11.84173802,Pieces,0.06058,0.400101323,75.6609,252930.054,Pieces,502.92152,Yes,0,0,1
